"temperature_C","rr_cumulative","rr_low_95","rr_high_95"
23.6,1.00040558907694,0.995780644880865,1.00505201401672
23.7,1.00027434100823,0.99643645550693,1.00412700855112
23.8,1.00016729090222,0.997111332132016,1.00323261561152
23.9,1.00008538402744,0.997805094138321,1.00237088507655
24,1.00002956718942,0.998517694955816,1.0015437285739
24.1,1.00000078897403,0.999249238967934,1.0007529042319
24.2,1,1,1
24.3,1.00002815318085,0.999286415481462,1.00077044144794
24.4,1.00008620399613,0.998613342264913,1.00156123806131
24.5,1.00017511077215,0.997981742802077,1.00237329933447
24.6,1.00029583497229,0.9973923279599,1.00320779437872
24.7,1.00044934149693,0.996845533479392,1.00406617804477
24.8,1.00063659899319,0.996341495703034,1.0049502179352
24.9,1.00085858017445,0.995880027087581,1.00586202179222
25,1.00111626214996,0.99546059219692,1.00680406456799
25.1,1.00141062676455,0.995082285063234,1.00777921429205
25.2,1.0017426609485,0.994743809001425,1.0087907556535
25.3,1.002113357078,0.994443460142408,1.00984241003539
25.4,1.00252371334599,0.994179116089253,1.01093835060081
25.5,1.0029747341439,0.993948231164384,1.0120832109662
25.6,1.00346743045416,0.993747839671477,1.01328208604224
25.7,1.00400282025396,0.993574568410395,1.01454052380853
25.8,1.00458192893019,0.993424659335745,1.01586450713625
25.9,1.0052057888715,0.993294001935517,1.017260424418
26,1.00587501654537,0.993177813014439,1.01873454647485
26.1,1.00658912205299,0.993070377115008,1.02029189872619
26.2,1.00734743927834,0.992966275715623,1.02193688571076
26.3,1.00814930570621,0.99286062349992,1.02367341250087
26.4,1.00899406211181,0.992749091393906,1.02550485938742
26.5,1.00988105225601,0.992627909151555,1.0274340770626
26.6,1.01080962258575,0.992493850628932,1.02946339915807
26.7,1.01177912193985,0.992344205457824,1.03159466842565
26.8,1.0127889012599,0.992176740996775,1.03382927268053
26.9,1.01383831330616,0.991989658238818,1.03616818682602
27,1.01492671237857,0.99178154489035,1.03861201774374
27.1,1.0160534540425,0.991551328221992,1.04116104944652
27.2,1.01721789485948,0.991298229636416,1.04381528654789
27.3,1.01841939212252,0.991021722279807,1.04657449471968
27.4,1.0196573035963,0.990721492491312,1.04943823734236
27.5,1.02093098726184,0.990397405460365,1.05240590797684
27.6,1.02223980106585,0.990049475146344,1.05547675860207
27.7,1.02358310267462,0.989677838297783,1.0586499237803
27.8,1.02496024923235,0.989282732272216,1.06192444104782
27.9,1.02637059712398,0.988864476284194,1.06529926790279
28,1.02781350174245,0.988423455680888,1.06877329578987
28.1,1.02928831726037,0.987960108847425,1.07234536147886
28.2,1.03079439640602,0.987474916366262,1.0760142562122
28.3,1.03233109024377,0.986968392088009,1.07977873296357
28.4,1.0338977479588,0.986441075809086,1.08363751211143
28.5,1.03549371664623,0.985893527290565,1.08758928579294
28.6,1.03711834110446,0.985326321389887,1.09163272116594
28.7,1.03877096363295,0.984740044111516,1.09576646277293
28.8,1.04045092383431,0.98413528941331,1.09998913416978
28.9,1.04215755842068,0.983512656632246,1.1042993389555
29,1.04389020102451,0.982872748416234,1.10869566131618
29.1,1.04564818201368,0.982216169068436,1.11317666617676
29.2,1.04743082831104,0.98154352322701,1.11774089903766
29.3,1.0492374632183,0.980855414817047,1.12238688555959
29.4,1.05106740624437,0.980152446222947,1.1271131309486
29.5,1.05291997293821,0.979435217638949,1.13191811918374
29.6,1.05479447472606,0.978704326563369,1.13680031212225
29.7,1.05669021875332,0.977960367408491,1.14175814851048
29.8,1.0586065077309,0.977203931203329,1.14679004292405
29.9,1.06054263978621,0.976435605370758,1.15189438465594
30,1.06249790831881,0.975655973564012,1.15706953656833
30.1,1.06447160186075,0.974865615550421,1.16231383392081
30.2,1.06646300394165,0.974065107132565,1.16762558318543
30.3,1.06847139295858,0.973255020098922,1.17300306085738
30.4,1.07049604205082,0.972435922197621,1.17844451226842
30.5,1.07253621897949,0.97160837712817,1.18394815040904
30.6,1.07459118601223,0.970772944547021,1.18951215476446
30.7,1.07666019981281,0.969930180083682,1.19513467016867
30.8,1.07874251133596,0.969080635364725,1.20081380568033
30.9,1.08083736572733,0.968224858043607,1.20654763348348
31,1.08294400222862,0.96736339183463,1.21233418781618
31.1,1.08506165408815,0.966496776549729,1.21817146392928
31.2,1.08718954847673,0.965625548137074,1.22405741707783
31.3,1.08932690640902,0.964750238720672,1.22998996154716
31.4,1.09147294267046,0.963871376640362,1.23596696971551
31.5,1.09362686574972,0.962989486491734,1.24198627115523
31.6,1.09578787777702,0.962105089165613,1.24804565177429
31.7,1.09795517446803,0.961218701886852,1.25414285299979
31.8,1.10012794507383,0.960330838252244,1.26027557100533
